6134.0,Stabilizing his scores after our initial discussion in week 1. Leveled out to a moderate level of performance,2.0,0.0,null,TRAINEE,3.0,2200.0,5513.0
6135.0,Good work,2.0,0.0,null,TRAINEE,3.0,2200.0,5507.0
6136.0,Great explanation of DAO and SDLC! Performing well.,2.0,0.0,null,TRAINEE,3.0,2200.0,5515.0
6137.0,Good performance,2.0,0.0,null,TRAINEE,3.0,2200.0,5509.0
6138.0,Major slip in performance. Giving encouragement. He does not seem confident in the front-end Web technologies,2.0,0.0,null,TRAINEE,3.0,2200.0,5517.0
6139.0,Very nervous. Big dip in performance. Giving encouragement to come back up to his previous performance,2.0,0.0,null,TRAINEE,3.0,2200.0,5512.0
6140.0,Terrible performance. Gave final warning. Must have overall score of 75 next week or he will be dropped.,2.0,0.0,null,TRAINEE,3.0,2200.0,5519.0
6141.0,Good work,2.0,0.0,null,TRAINEE,3.0,2200.0,5505.0
6142.0,Great interview skills,2.0,0.0,null,TRAINEE,3.0,2200.0,5508.0
6143.0,Does well in interviews but tests are not favorable. Giving a verbal warning,2.0,0.0,null,TRAINEE,3.0,2200.0,5516.0
5051.0,Technically strong, a little quiet, though does participate in class. Communication skills are a bit weaker, but mostly due to language barrier. Great problem solving skills,2.0,0.0,null,TRAINEE,1.0,2050.0,5354.0
5052.0,Outgoing, polished communication, and technically very strong.,2.0,0.0,null,TRAINEE,1.0,2050.0,5350.0
5053.0,Very shy, but technically strong. Always attentive in class, but rarely participates.,2.0,0.0,null,TRAINEE,1.0,2050.0,5355.0
5054.0,Very talkative and outgoing, but technically average. Tends to confuse terminology and overcomplicate topics in class. He failed the LMS test but he put in a lot of effort on homework and nailed mock interview,2.0,0.0,null,TRAINEE,1.0,2050.0,5352.0
5055.0,Not confident, would rather Google and copy/paste than solve problems, technically below average,2.0,0.0,null,TRAINEE,1.0,2050.0,5356.0
5056.0,Calm and confident, but quiet. Technically average,2.0,0.0,null,TRAINEE,1.0,2050.0,5359.0
5057.0,Technically good, very outgoing, participates in class often. Fun and energetic personality,2.0,0.0,null,TRAINEE,1.0,2050.0,5351.0
5058.0,Very strong technically, outgoing personality, great prerequisite knowledge in Java, and good problem solver,2.0,0.0,null,TRAINEE,1.0,2050.0,5357.0
5059.0,Technically good, but a little quiet in class. Doesn't seem to interact and collaborate with others,2.0,0.0,null,TRAINEE,1.0,2050.0,5353.0
5069.0,Great work from Jimmy this week.,2.0,0.0,null,TRAINEE,3.0,2050.0,5354.0
5070.0,All-star. Finished his project early and helps other classmates work on theirs. Aced the LMS test where others fell behind a bit.,2.0,0.0,null,TRAINEE,3.0,2050.0,5350.0
5071.0,Great progress on her project. Very good technically and seems to be becoming more comfortable in her confidence and presentation skills.,2.0,0.0,null,TRAINEE,3.0,2050.0,5355.0
5072.0,Made less than 70 on his LMS test again, but is making good overall progress. May have some behavior issues, as he tends to display any stress with his project outwardly around his peers.,2.0,0.0,null,TRAINEE,3.0,2050.0,5352.0
5073.0,Dropped. He insisted that he couldn't keep up with the pace. See Nan for more detail.,2.0,0.0,null,TRAINEE,3.0,2050.0,5359.0
5074.0,Good work. Very strong technically, and still a friendly outgoing personality shining through.,2.0,0.0,null,TRAINEE,3.0,2050.0,5351.0
5075.0,Great work so far! Picks up on the material very quickly and made significant progress on her project.,2.0,0.0,null,TRAINEE,3.0,2050.0,5357.0
5076.0,Good progress this week.,2.0,0.0,null,TRAINEE,3.0,2050.0,5353.0
5109.0,null,2.0,0.0,null,TRAINEE,1.0,2100.0,5400.0
5110.0,null,2.0,0.0,null,TRAINEE,1.0,2100.0,5454.0
5111.0,null,2.0,0.0,null,TRAINEE,1.0,2100.0,5360.0
5112.0,null,2.0,0.0,null,TRAINEE,1.0,2100.0,5362.0
5113.0,Will be dropped.,2.0,0.0,null,TRAINEE,1.0,2100.0,5452.0
